SaleID,Time,DrugID,DrugName,DrugClass,Price,ExpDate,Quantity
12005257,04-01-2023 09:35,D0065,Trazodone,Psychotropic,45,2023-05,8
12005258,04-01-2023 09:36,D0080,Carvedilol,Antifungal,176,2023-10,8
12005258,04-01-2023 09:36,D0004,Duloxetine,Neurological,156,2023-05,4
12005258,04-01-2023 09:36,D0058,Losartan,Psychotropic,126,2024-01,1
12005259,04-01-2023 09:37,D0099,Omeprazole,Psychotropic,116,2023-11,9
12005259,04-01-2023 09:37,D0004,Levetiracetam,Immunosuppressant,184,2023-07,2
12005260,04-01-2023 09:38,D0068,Tetracycline,Immunosuppressant,149,2023-10,8
12005260,04-01-2023 09:38,D0026,Senna,Immunosuppressant,46,2023-10,9
12005260,04-01-2023 09:38,D0095,Tiagabine,Respiratory,96,2023-05,3
12005261,04-01-2023 09:39,D0012,Ibuprofen,Gastrointestinal,84,2023-11,10
12005261,04-01-2023 09:39,D0064,Azithromycin,Psychotropic,191,2024-02,5
12005262,04-01-2023 09:40,D0064,Azithromycin,Psychotropic,191,2024-01,4
12005262,04-01-2023 09:40,D0019,Warfarin,Antibiotic,28,2023-10,3
12005262,04-01-2023 09:40,D0093,Docusate,Neurological,70,2023-06,5
12005262,04-01-2023 09:40,D0050,Lansoprazole,Analgesic,34,2023-08,7
12005262,04-01-2023 09:40,D0049,Donepezil,Antiviral,184,2024-01,9
12005263,04-01-2023 09:41,D0056,Lactulose,Hormonal,184,2023-05,6
12005263,04-01-2023 09:41,D0019,Amiodarone,Psychotropic,127,2023-05,7
12005263,04-01-2023 09:41,D0071,Insulin Glargine,Dermatological,46,2023-08,1
12005263,04-01-2023 09:41,D0041,Lorazepam,Neurological,149,2023-05,1
12005263,04-01-2023 09:41,D0083,Acetaminophen,Neurological,75,2024-03,6
12005264,04-01-2023 09:42,D0088,Fluoxetine,Antihistamine,56,2023-05,3
12005264,04-01-2023 09:42,D0100,Sitagliptin,Psychotropic,194,2023-06,7
12005264,04-01-2023 09:42,D0047,Ezetimibe,Psychotropic,140,2024-01,6
12005264,04-01-2023 09:42,D0060,Lamotrigine,Antihistamine,166,2023-06,3
12005264,04-01-2023 09:42,D0058,Losartan,Psychotropic,126,2023-06,8
12005265,04-01-2023 09:43,D0029,Meloxicam,Antifungal,128,2023-08,6
12005265,04-01-2023 09:43,D0034,Naproxen,Respiratory,50,2023-08,2
12005265,04-01-2023 09:43,D0079,Bisacodyl,Oncology,84,2024-01,10
12005265,04-01-2023 09:43,D0017,Polyethylene Glycol,Diabetes,111,2024-03,9
12005266,04-01-2023 09:44,D0095,Valsartan,Oncology,44,2023-05,7
12005266,04-01-2023 09:44,D0048,Citalopram,Immunosuppressant,187,2023-07,4
12005266,04-01-2023 09:44,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-08,10
12005266,04-01-2023 09:44,D0092,Timolol,Respiratory,169,2024-01,1
12005267,04-01-2023 09:45,D0029,Nebivolol,Immunosuppressant,79,2023-10,7
12005267,04-01-2023 09:45,D0029,Alprazolam,Analgesic,141,2023-10,3
12005267,04-01-2023 09:45,D0076,Enalapril,Antiviral,112,2023-07,4
12005267,04-01-2023 09:45,D0100,Sitagliptin,Psychotropic,194,2023-09,4
12005268,04-01-2023 09:46,D0013,Travoprost,Dermatological,198,2023-06,5
12005268,04-01-2023 09:46,D0088,Bupropion,Respiratory,27,2023-08,9
12005268,04-01-2023 09:46,D0029,Oxycodone,Cardiovascular,87,2024-03,6
12005268,04-01-2023 09:46,D0030,Montelukast,Dermatological,93,2023-10,5
12005268,04-01-2023 09:46,D0028,Dorzolamide,Immunosuppressant,28,2023-08,7
12005269,04-01-2023 09:47,D0058,Losartan,Psychotropic,126,2023-10,1
12005269,04-01-2023 09:47,D0085,Rivastigmine,Hormonal,72,2024-02,4
12005269,04-01-2023 09:47,D0062,Prednisone,Antihistamine,75,2023-12,4
12005269,04-01-2023 09:47,D0083,Pioglitazone,Diabetes,129,2024-03,7
12005270,04-01-2023 09:48,D0098,Tamsulosin,Oncology,122,2023-05,7
12005270,04-01-2023 09:48,D0048,Citalopram,Immunosuppressant,187,2024-02,3
12005270,04-01-2023 09:48,D0018,Simvastatin,Respiratory,124,2023-12,6
12005270,04-01-2023 09:48,D0036,Famotidine,Antihistamine,87,2023-05,3
12005270,04-01-2023 09:48,D0075,Risperidone,Antibiotic,129,2023-08,3
12005271,04-01-2023 09:49,D0065,Trazodone,Psychotropic,45,2024-03,4
12005271,04-01-2023 09:49,D0052,Cephalexin,Antibiotic,64,2024-01,4
12005272,04-01-2023 09:50,D0099,Omeprazole,Psychotropic,116,2023-10,2
12005273,04-01-2023 09:51,D0073,Quetiapine,Oncology,41,2023-07,1
12005273,04-01-2023 09:51,D0067,Clindamycin,Respiratory,189,2023-12,1
12005274,04-01-2023 09:52,D0092,Timolol,Respiratory,169,2023-11,3
12005274,04-01-2023 09:52,D0052,Clonazepam,Oncology,181,2023-10,8
12005275,04-01-2023 09:53,D0079,Topiramate,Hormonal,29,2023-11,6
12005275,04-01-2023 09:53,D0058,Losartan,Psychotropic,126,2024-02,7
12005276,04-01-2023 09:54,D0077,Digoxin,Antibiotic,186,2023-12,3
12005276,04-01-2023 09:54,D0056,Zolpidem,Antifungal,122,2023-06,7
12005276,04-01-2023 09:54,D0051,Ciprofloxacin,Psychotropic,106,2023-10,10
12005277,04-01-2023 09:55,D0068,Tetracycline,Immunosuppressant,149,2023-06,8
12005278,04-01-2023 09:56,D0073,Quetiapine,Oncology,41,2024-02,4
12005278,04-01-2023 09:56,D0003,Glipizide,Dermatological,97,2023-12,2
12005278,04-01-2023 09:56,D0098,Tamsulosin,Oncology,122,2023-09,9
12005278,04-01-2023 09:56,D0006,Escitalopram,Diabetes,110,2023-05,9
12005278,04-01-2023 09:56,D0095,Tiagabine,Respiratory,96,2023-09,10
12005279,04-01-2023 09:57,D0076,Enalapril,Antiviral,112,2023-07,5
12005279,04-01-2023 09:57,D0093,Galantamine,Immunosuppressant,165,2023-08,4
12005279,04-01-2023 09:57,D0003,Glipizide,Dermatological,97,2024-01,7
12005280,04-01-2023 09:58,D0076,Enalapril,Antiviral,112,2023-11,2
12005281,04-01-2023 09:59,D0029,Alprazolam,Analgesic,141,2023-11,7
12005281,04-01-2023 09:59,D0030,Montelukast,Dermatological,93,2023-08,6
12005281,04-01-2023 09:59,D0029,Oxycodone,Cardiovascular,87,2023-12,7
12005282,04-01-2023 10:00,D0071,Insulin Glargine,Dermatological,46,2023-05,7
12005282,04-01-2023 10:00,D0049,Donepezil,Antiviral,184,2023-06,8
12005282,04-01-2023 10:00,D0056,Lactulose,Hormonal,184,2023-12,9
12005282,04-01-2023 10:00,D0098,Tamsulosin,Oncology,122,2024-01,2
12005283,04-01-2023 10:01,D0070,Sildenafil,Hormonal,39,2023-11,10
12005283,04-01-2023 10:01,D0073,Quetiapine,Oncology,41,2023-11,5
12005283,04-01-2023 10:01,D0024,Lubiprostone,Gastrointestinal,27,2024-02,9
12005283,04-01-2023 10:01,D0001,Amlodipine,Antiviral,160,2024-01,3
12005284,04-01-2023 10:02,D0051,Ciprofloxacin,Psychotropic,106,2024-01,4
12005284,04-01-2023 10:02,D0059,Sertraline,Diabetes,200,2023-11,3
12005284,04-01-2023 10:02,D0065,Trazodone,Psychotropic,45,2023-12,6
12005284,04-01-2023 10:02,D0049,Metoprolol,Diabetes,66,2023-12,5
12005285,04-01-2023 10:03,D0070,Sildenafil,Hormonal,39,2024-01,9
12005285,04-01-2023 10:03,D0088,Furosemide,Hormonal,138,2023-09,4
12005286,04-01-2023 10:04,D0032,Esomeprazole,Gastrointestinal,138,2023-06,7
12005286,04-01-2023 10:04,D0026,Senna,Immunosuppressant,46,2023-05,3
12005287,04-01-2023 10:05,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-09,9
12005287,04-01-2023 10:05,D0099,Omeprazole,Psychotropic,116,2023-12,9
12005287,04-01-2023 10:05,D0071,Fenofibrate,Hormonal,115,2024-01,4
12005287,04-01-2023 10:05,D0062,Prednisone,Antihistamine,75,2024-01,8
12005287,04-01-2023 10:05,D0006,Escitalopram,Diabetes,110,2023-07,7
12005288,04-01-2023 10:06,D0088,Furosemide,Hormonal,138,2023-06,10
12005289,04-01-2023 10:07,D0068,Tetracycline,Immunosuppressant,149,2023-12,9
12005289,04-01-2023 10:07,D0022,Amoxicillin,Cardiovascular,31,2023-08,4
12005289,04-01-2023 10:07,D0052,Clonazepam,Oncology,181,2023-07,4
12005289,04-01-2023 10:07,D0076,Enalapril,Antiviral,112,2023-11,5
12005290,04-01-2023 10:08,D0003,Glipizide,Dermatological,97,2023-11,7
12005290,04-01-2023 10:08,D0056,Zolpidem,Antifungal,122,2023-05,4
12005290,04-01-2023 10:08,D0083,Pioglitazone,Diabetes,129,2023-09,7
12005290,04-01-2023 10:08,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-05,2
12005291,04-01-2023 10:09,D0093,Galantamine,Immunosuppressant,165,2023-06,4
12005291,04-01-2023 10:09,D0069,Linagliptin,Diabetes,78,2023-07,5
12005292,04-01-2023 10:10,D0010,Tramadol,Oncology,43,2024-03,9
12005292,04-01-2023 10:10,D0050,Lansoprazole,Analgesic,34,2023-08,1
12005292,04-01-2023 10:10,D0095,Valsartan,Oncology,44,2023-08,7
12005292,04-01-2023 10:10,D0093,Docusate,Neurological,70,2023-09,4
12005293,04-01-2023 10:11,D0062,Prednisone,Antihistamine,75,2023-05,10
12005293,04-01-2023 10:11,D0032,Esomeprazole,Gastrointestinal,138,2023-06,8
12005294,04-01-2023 10:12,D0058,Losartan,Psychotropic,126,2024-03,9
12005294,04-01-2023 10:12,D0083,Pioglitazone,Diabetes,129,2023-07,1
12005294,04-01-2023 10:12,D0100,Sitagliptin,Psychotropic,194,2024-01,3
12005295,04-01-2023 10:13,D0021,Atorvastatin,Immunosuppressant,70,2023-11,10
12005296,04-01-2023 10:14,D0022,Amoxicillin,Cardiovascular,31,2023-12,6
12005296,04-01-2023 10:14,D0030,Hydrochlorothiazide,Cardiovascular,164,2024-01,2
12005297,04-01-2023 10:15,D0068,Tetracycline,Immunosuppressant,149,2023-09,10
12005298,04-01-2023 10:16,D0010,Tramadol,Oncology,43,2023-06,7
12005299,04-01-2023 10:17,D0049,Donepezil,Antiviral,184,2023-08,8
12005299,04-01-2023 10:17,D0091,Metformin,Analgesic,56,2023-11,10
12005299,04-01-2023 10:17,D0093,Docusate,Neurological,70,2023-11,2
12005299,04-01-2023 10:17,D0100,Sitagliptin,Psychotropic,194,2023-05,4
12005300,04-01-2023 10:18,D0064,Azithromycin,Psychotropic,191,2023-05,10
12005300,04-01-2023 10:18,D0066,Latanoprost,Psychotropic,177,2024-01,2
12005301,04-01-2023 10:19,D0049,Metoprolol,Diabetes,66,2024-02,5
12005301,04-01-2023 10:19,D0068,Aripiprazole,Hormonal,183,2024-01,2
12005301,04-01-2023 10:19,D0036,Famotidine,Antihistamine,87,2024-01,7
12005301,04-01-2023 10:19,D0033,Mirtazapine,Antiviral,158,2023-07,3
12005302,04-01-2023 10:20,D0071,Fenofibrate,Hormonal,115,2023-05,10
12005302,04-01-2023 10:20,D0019,Warfarin,Antibiotic,28,2024-03,6
12005302,04-01-2023 10:20,D0034,Memantine,Cardiovascular,142,2023-08,4
12005302,04-01-2023 10:20,D0036,Famotidine,Antihistamine,87,2024-02,4
12005302,04-01-2023 10:20,D0093,Docusate,Neurological,70,2023-09,7
12005303,04-01-2023 10:21,D0001,Amlodipine,Antiviral,160,2023-11,1
12005303,04-01-2023 10:21,D0065,Trazodone,Psychotropic,45,2024-01,1
12005303,04-01-2023 10:21,D0093,Galantamine,Immunosuppressant,165,2023-05,7
12005303,04-01-2023 10:21,D0024,Lubiprostone,Gastrointestinal,27,2024-02,1
12005303,04-01-2023 10:21,D0099,Omeprazole,Psychotropic,116,2023-06,8
12005304,04-01-2023 10:22,D0068,Aripiprazole,Hormonal,183,2023-06,9
12005304,04-01-2023 10:22,D0069,Linagliptin,Diabetes,78,2023-05,6
12005305,04-01-2023 10:23,D0071,Fenofibrate,Hormonal,115,2023-07,10
12005305,04-01-2023 10:23,D0029,Nebivolol,Immunosuppressant,79,2023-09,8
12005305,04-01-2023 10:23,D0015,Cyclobenzaprine,Immunosuppressant,138,2024-01,1
12005305,04-01-2023 10:23,D0088,Furosemide,Hormonal,138,2023-10,7
12005306,04-01-2023 10:24,D0034,Memantine,Cardiovascular,142,2023-12,5
12005307,04-01-2023 10:25,D0022,Amoxicillin,Cardiovascular,31,2023-07,4
12005307,04-01-2023 10:25,D0079,Topiramate,Hormonal,29,2023-06,7
12005307,04-01-2023 10:25,D0068,Tetracycline,Immunosuppressant,149,2023-12,6
12005307,04-01-2023 10:25,D0018,Simvastatin,Respiratory,124,2023-06,2
12005308,04-01-2023 10:26,D0064,Azithromycin,Psychotropic,191,2023-08,3
12005308,04-01-2023 10:26,D0019,Warfarin,Antibiotic,28,2024-02,9
12005308,04-01-2023 10:26,D0050,Lansoprazole,Analgesic,34,2023-09,9
12005308,04-01-2023 10:26,D0030,Hydrochlorothiazide,Cardiovascular,164,2023-10,4
12005308,04-01-2023 10:26,D0026,Senna,Immunosuppressant,46,2023-07,8
12005309,04-01-2023 10:27,D0026,Senna,Immunosuppressant,46,2023-11,8
12005309,04-01-2023 10:27,D0010,Tramadol,Oncology,43,2023-12,3
12005309,04-01-2023 10:27,D0021,Clopidogrel,Antiviral,78,2023-06,1
12005309,04-01-2023 10:27,D0073,Doxycycline,Cardiovascular,188,2023-07,7
12005310,04-01-2023 10:28,D0052,Clonazepam,Oncology,181,2023-05,9
12005310,04-01-2023 10:28,D0062,Prednisone,Antihistamine,75,2023-11,9
12005311,04-01-2023 10:29,D0088,Furosemide,Hormonal,138,2023-08,5
12005311,04-01-2023 10:29,D0058,Losartan,Psychotropic,126,2023-06,7
12005311,04-01-2023 10:29,D0099,Omeprazole,Psychotropic,116,2024-03,5
12005311,04-01-2023 10:29,D0059,Sertraline,Diabetes,200,2024-03,7
12005312,04-01-2023 10:30,D0095,Valsartan,Oncology,44,2023-08,9
12005313,04-01-2023 10:31,D0028,Dorzolamide,Immunosuppressant,28,2023-11,7
12005313,04-01-2023 10:31,D0029,Meloxicam,Antifungal,128,2023-11,10
12005313,04-01-2023 10:31,D0056,Lactulose,Hormonal,184,2023-11,4
12005313,04-01-2023 10:31,D0052,Clonazepam,Oncology,181,2024-01,1
12005313,04-01-2023 10:31,D0013,Travoprost,Dermatological,198,2023-12,3
12005314,04-01-2023 10:32,D0075,Risperidone,Antibiotic,129,2023-06,7
12005314,04-01-2023 10:32,D0012,Ibuprofen,Gastrointestinal,84,2023-06,4
12005314,04-01-2023 10:32,D0059,Sertraline,Diabetes,200,2023-06,5
12005315,04-01-2023 10:33,D0023,Nitroglycerin,Oncology,144,2023-12,10
12005315,04-01-2023 10:33,D0050,Lansoprazole,Analgesic,34,2024-01,4
12005315,04-01-2023 10:33,D0012,Ibuprofen,Gastrointestinal,84,2023-11,1
12005315,04-01-2023 10:33,D0068,Aripiprazole,Hormonal,183,2023-09,4
12005316,04-01-2023 10:34,D0003,Glipizide,Dermatological,97,2023-10,7
12005316,04-01-2023 10:34,D0029,Alprazolam,Analgesic,141,2023-06,1
12005316,04-01-2023 10:34,D0075,Risperidone,Antibiotic,129,2024-03,6
12005316,04-01-2023 10:34,D0010,Pravastatin,Dermatological,62,2023-08,10
12005317,04-01-2023 10:35,D0029,Meloxicam,Antifungal,128,2024-02,5
12005317,04-01-2023 10:35,D0030,Montelukast,Dermatological,93,2023-09,2
12005317,04-01-2023 10:35,D0023,Nitroglycerin,Oncology,144,2023-08,6
12005318,04-01-2023 10:36,D0071,Insulin Glargine,Dermatological,46,2023-09,2
12005318,04-01-2023 10:36,D0006,Escitalopram,Diabetes,110,2023-09,5
12005318,04-01-2023 10:36,D0036,Famotidine,Antihistamine,87,2023-12,2
12005318,04-01-2023 10:36,D0013,Travoprost,Dermatological,198,2024-01,3
12005319,04-01-2023 10:37,D0052,Clonazepam,Oncology,181,2023-06,7
12005319,04-01-2023 10:37,D0003,Glipizide,Dermatological,97,2024-03,8
12005320,04-01-2023 10:38,D0004,Duloxetine,Neurological,156,2023-12,4
12005320,04-01-2023 10:38,D0019,Warfarin,Antibiotic,28,2023-09,9
12005321,04-01-2023 10:39,D0010,Tramadol,Oncology,43,2023-10,9
12005321,04-01-2023 10:39,D0093,Docusate,Neurological,70,2023-09,2
12005321,04-01-2023 10:39,D0068,Aripiprazole,Hormonal,183,2024-02,3
12005321,04-01-2023 10:39,D0004,Duloxetine,Neurological,156,2023-06,1
12005321,04-01-2023 10:39,D0077,Digoxin,Antibiotic,186,2024-01,2
12005322,04-01-2023 10:40,D0018,Bimatoprost,Oncology,66,2023-05,2
12005322,04-01-2023 10:40,D0024,Irbesartan,Immunosuppressant,102,2023-06,1
12005322,04-01-2023 10:40,D0088,Fluoxetine,Antihistamine,56,2023-06,2
12005323,04-01-2023 10:41,D0012,Ibuprofen,Gastrointestinal,84,2023-12,2
12005323,04-01-2023 10:41,D0029,Meloxicam,Antifungal,128,2023-09,1
12005323,04-01-2023 10:41,D0091,Metformin,Analgesic,56,2023-09,2
12005323,04-01-2023 10:41,D0085,Pantoprazole,Immunosuppressant,50,2023-12,8
12005324,04-01-2023 10:42,D0088,Fluoxetine,Antihistamine,56,2023-11,1
12005324,04-01-2023 10:42,D0085,Pantoprazole,Immunosuppressant,50,2024-02,4
12005324,04-01-2023 10:42,D0080,Carvedilol,Antifungal,176,2023-11,9
12005325,04-01-2023 10:43,D0028,Dorzolamide,Immunosuppressant,28,2024-03,5
12005325,04-01-2023 10:43,D0073,Doxycycline,Cardiovascular,188,2023-10,1
12005325,04-01-2023 10:43,D0064,Azithromycin,Psychotropic,191,2023-09,2
12005325,04-01-2023 10:43,D0085,Rivastigmine,Hormonal,72,2024-02,1
12005326,04-01-2023 10:44,D0085,Rivastigmine,Hormonal,72,2023-11,4
12005326,04-01-2023 10:44,D0048,Citalopram,Immunosuppressant,187,2023-06,6
12005326,04-01-2023 10:44,D0075,Diclofenac,Neurological,148,2023-10,6
12005327,04-01-2023 10:45,D0068,Tetracycline,Immunosuppressant,149,2023-09,9
12005328,04-01-2023 10:46,D0065,Trazodone,Psychotropic,45,2024-02,8
12005328,04-01-2023 10:46,D0042,Saxagliptin,Antibiotic,189,2024-03,8
12005328,04-01-2023 10:46,D0010,Tramadol,Oncology,43,2023-11,7
12005329,04-01-2023 10:47,D0068,Aripiprazole,Hormonal,183,2023-09,1
12005329,04-01-2023 10:47,D0051,Olmesartan,Analgesic,170,2023-11,4
12005330,04-01-2023 10:48,D0083,Gabapentin,Analgesic,170,2023-06,2
12005330,04-01-2023 10:48,D0079,Topiramate,Hormonal,29,2023-08,1
12005330,04-01-2023 10:48,D0059,Venlafaxine,Dermatological,58,2023-10,2
12005330,04-01-2023 10:48,D0006,Escitalopram,Diabetes,110,2023-08,4
12005330,04-01-2023 10:48,D0019,Amiodarone,Psychotropic,127,2023-11,2
12005331,04-01-2023 10:49,D0024,Lubiprostone,Gastrointestinal,27,2024-03,10
12005331,04-01-2023 10:49,D0088,Bupropion,Respiratory,27,2024-02,7
12005331,04-01-2023 10:49,D0005,Brimonidine,Hormonal,156,2023-06,4
12005332,04-01-2023 10:50,D0023,Nitroglycerin,Oncology,144,2024-03,4
12005333,04-01-2023 10:51,D0083,Pioglitazone,Diabetes,129,2023-11,10
12005333,04-01-2023 10:51,D0004,Levetiracetam,Immunosuppressant,184,2024-01,2
12005333,04-01-2023 10:51,D0021,Atorvastatin,Immunosuppressant,70,2023-08,6
12005333,04-01-2023 10:51,D0017,Polyethylene Glycol,Diabetes,111,2023-09,2
12005334,04-01-2023 10:52,D0091,Ranitidine,Diabetes,185,2023-06,4
12005334,04-01-2023 10:52,D0062,Prednisone,Antihistamine,75,2023-08,9
